file_index,file_name,page_index,page_count,filename_number,crop_number_guess,text_number_guess,date_guess,title_guess,crop_text,text_path,crop_path,page_path
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,5,19,16,9,3,20260223,,9,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p005.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p005_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p005.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,6,19,16,,3,,,oe EN,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p006.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p006_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p006.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,7,19,16,9,5,,,"i
%, Games
9     にww   ie ae",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p007.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p007_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p007.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,8,19,16,6,5,20260223,,"a
wy
fa       see ole pee Premed]
i“ + eg  6 Pag
= i     |の",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p008.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p008_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p008.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,9,19,16,3,3,,,"ピンが 3
~)
.    = ee",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p009.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p009_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p009.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,10,19,16,5,3,,,本 Tek i              5       |,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p010.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p010_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p010.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,11,19,16,6,3,,,"生か
6                     E",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p011.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p011_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p011.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,12,19,16,,3,,,"開き [= =   い  oS
Oo) J34ir   ts
Peete! = yk",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p012.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p012_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p012.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,13,19,16,,3,,,"eR ase Page, ヽ、
SS         =",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p013.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p013_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p013.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,14,19,16,,3,,,"aA,
Nal = ie",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p014.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p014_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p014.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,15,19,16,9,3,,,"9
Me |.    Gar 34 還    にhoここ",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p015.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p015_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p015.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,16,19,16,,4,,,,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p016.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p016_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p016.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,17,19,16,,3,,,"り
Tha   a Ui    Bre ""SESS ok
NS",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p017.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p017_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p017.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,18,19,16,,3,,,"や
i saat  igh
ey",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p018.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p018_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p018.png
9,甲16 画像解析結果報告書 20260413 ＠署名要確認.pdf,19,19,16,,3,,,SSS,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/09_16_20260413_p019.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/09_16_20260413_p019_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/09_16_20260413_p019.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,1,60,17,,1,,供述調書,"報告書
:した動画)
令和8年4月1 1日",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p001.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p001_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p001.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,2,60,17,,1,,供述調書,"透明カバー付き、カード入りのも
ータ内に保存されていた",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p002.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p002_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p002.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,3,60,17,5,1,20260222,,"B              <           f
?           5        /
                 /
4         ~     /",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p003.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p003_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p003.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,4,60,17,,4,20260222,,,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p004.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p004_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p004.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,5,60,17,,1,20260222,,D                M,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p005.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p005_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p005.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,6,60,17,,17,,,き,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p006.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p006_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p006.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,7,60,17,4,7,20260222,,"Re 4                          é
6                         日              7
:                            i               /
に                             *
H            /
5
=     ss                      bead nf",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p007.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p007_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p007.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,8,60,17,,2,20260222,,,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p008.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p008_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p008.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,9,60,17,3,46,20260222,,3               J,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p009.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p009_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p009.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,10,60,17,6,1,20260222,,"6                         ッ
isc
ee・       い   ee",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p010.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p010_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p010.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,11,60,17,,24,20260222,,"ary
*                             a
Bi                   >                 /
TE                  に
pea                  ・             f
$                +          /
Fy       |
Pay        A      /
oba              ead
uae
'     Be) ee    op.
ey      f",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p011.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p011_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p011.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,12,60,17,,37,20260222,,".                      ri
ae",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p012.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p012_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p012.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,13,60,17,,6,20260222,,"e
lig",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p013.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p013_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p013.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,14,60,17,9,4,20260222,,"マ
Bf                     も/
中
ean             9           /
t                    4
           *      /
*                  4      a",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p014.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p014_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p014.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,15,60,17,,13,,,‘,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p015.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p015_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p015.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,16,60,17,,9,20260222,,a,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p016.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p016_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p016.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,17,60,17,,14,20260222,,"ba
@",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p017.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p017_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p017.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,18,60,17,3,14,20260222,,"aa
3                        /
was           1
        る
内     。    7",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p018.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p018_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p018.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,19,60,17,4,1,20260222,,"でお、
ag                             %/
ce                 4               /
 NE                     &                /
-                     +            / f
_             き                *
|       7
.      :        ;      ifs",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p019.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p019_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p019.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,20,60,17,,1,20260222,,"<
(is |",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p020.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p020_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p020.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,21,60,17,3,1,20260223,,"*
q                                      /
ae                ,             /
ils                    3
:                     -           /
$         /
k            #
{iiss 0       5     /",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p021.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p021_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p021.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,22,60,17,2,1,20260223,,"2
        :
lie   1",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p022.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p022_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p022.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,23,60,17,,24,20260223,,"""w
ロ
                %
に
キ
SA  ・      も
i      oa        が",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p023.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p023_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p023.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,24,60,17,3,24,20260223,,"3
iG",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p024.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p024_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p024.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,25,60,17,,26,20260223,,"|
し                 さ
ie   ト     Prt
を、        の",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p025.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p025_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p025.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,26,60,17,,27,20260223,,"EEへ                Pa                          “)
ae ee                          ;

?                        /

                 は      /

と      -      /        f

%                '     /

]         *    +      al 相",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p026.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p026_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p026.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,27,60,17,,7,20260223,,=,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p027.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p027_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p027.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,28,60,17,2,4,20260223,,"2   /
3         を  |",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p028.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p028_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p028.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,29,60,17,3,30,20260223,,"a \
3",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p029.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p029_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p029.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,30,60,17,8,1,20260223,,"“3S
8                      =
4
qa               e             .
epee                   j",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p030.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p030_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p030.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,31,60,17,,1,20260223,,Wi,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p031.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p031_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p031.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,32,60,17,8,1,20260223,,"re                                ゃ/
wa                                           j
に  8              と        /
「        f
i    a
+.   at を",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p032.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p032_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p032.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,33,60,17,9,32,20260223,,"つう
前                                                                    od
9",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p033.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p033_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p033.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,34,60,17,,35,20260223,,"%
gy",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p034.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p034_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p034.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,35,60,17,2,1,20260223,,"Ge
し                bi                     2
1      ;           L               j",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p035.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p035_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p035.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,36,60,17,3,1,20260223,,"asi            F       /
*          3     /
:     /
ne Td       *     By:
al         Ree",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p036.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p036_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p036.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,37,60,17,2,1,20260223,,"=                     2)
°
®             /
€   .                   /
と            7      /",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p037.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p037_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p037.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,38,60,17,3,1,20260223,,">
ames                   #
a             3
i wig                      /
+                 /
1          5     /      |
é         :     7 信",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p038.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p038_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p038.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,39,60,17,5,1,20260223,,"5                      S マツ
|                    ®
Bs                    4                 j
es,                                /
a.                  を               /
|           /
               |
まま 、。        た      リ
ka ge    Bg",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p039.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p039_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p039.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,40,60,17,8,53,20260223,,8,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p040.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p040_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p040.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,41,60,17,,7,20260223,,"~)
a                                                        /
Sa              :          /
-                        if
Ht ee
こと",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p041.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p041_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p041.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,42,60,17,3,1,20260223,,"Bs                  _                         J
F                    y
#           ""          /
:              に       /
‘        3     /
.         *   2 た
と   oe    aes j",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p042.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p042_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p042.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,43,60,17,2,37,20260223,,"*

2                   1                /
TR                                  /
eae                               /

See                      Y               /
1                :           /
Bes    6             —           /

6               ‘         /
Mt        /
:            é      /
        0      j
ー    かNi of",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p043.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p043_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p043.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,44,60,17,5,4,20260223,,"5    1
*
é             m        /
‘          に      /",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p044.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p044_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p044.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,45,60,17,7,9,20260223,,"a,
=           7
®",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p045.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p045_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p045.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,46,60,17,,12,20260223,,@,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p046.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p046_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p046.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,47,60,17,9,1,20260223,,9,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p047.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p047_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p047.png
10,甲17 動画解析結果報告書 20260411 ＠署名要確認.pdf,48,60,17,,3,20260223,,,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/10_17_20260411_p048.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/10_17_20260411_p048_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/10_17_20260411_p048.png
